movie_id,imdb_id,tmdb_id,rating,average_rating,title
3868,0095705,37136,5.0,3.61068,The Naked Gun: From the Files of Police Squad! (1988)
3869,0102510,37137,3.5,3.24328,The Naked Gun 2½: The Smell of Fear (1991)
3948,0212338,1597,1.5,3.39002,Meet the Parents (2000)
3949,0180093,641,3.5,3.98982,Requiem for a Dream (2000)
3968,0230030,1636,3.5,2.90569,Bedazzled (2000)
3969,0223897,10647,3.5,3.39618,Pay It Forward (2000)
3977,0160127,4327,1.5,2.74489,Charlie's Angels (2000)
3979,0185431,9678,3.0,2.44887,Little Nicky (2000)
3981,0199753,8870,3.5,2.77801,Red Planet (2000)
3984,0066995,681,3.5,3.49262,Diamonds Are Forever (1971)
3986,0216216,8452,4.5,2.99447,The 6th Day (2000)
3994,0217869,9741,3.5,3.50467,Unbreakable (2000)
3996,0190332,146,3.0,3.8394,"Crouching Tiger, Hidden Dragon (2000)"
3999,0190865,11678,2.5,2.84184,Vertical Limit (2000)
4002,0093748,2609,4.0,3.59885,"Planes, Trains and Automobiles (1987)"
4011,0208092,107,4.0,4.06814,Snatch (2000)
4014,0241303,392,4.0,3.66709,Chocolat (2000)
4015,0242423,8859,3.0,2.52434,"Dude, Where's My Car? (2000)"
4016,0120917,11688,2.5,3.63834,The Emperor's New Groove (2000)
4018,0207201,3981,3.5,3.09397,What Women Want (2000)
4022,0162222,8358,4.5,3.68222,Cast Away (2000)
4025,0212346,1493,3.5,3.06779,Miss Congeniality (2000)
4027,0190590,134,4.0,3.87173,"O Brother, Where Art Thou? (2000)"
4041,0084434,2623,2.5,3.51342,An Officer and a Gentleman (1982)
4069,0209475,2018,3.0,2.78004,The Wedding Planner (2001)
4084,0092644,96,3.5,3.12662,Beverly Hills Cop II (1987)
4085,0086960,90,4.5,3.56838,Beverly Hills Cop (1984)
4124,0093300,580,3.0,1.90802,Jaws: The Revenge (1987)
4133,0093507,11649,3.0,2.38531,Masters of the Universe (1987)
4148,0212985,9740,3.5,3.23537,Hannibal (2001)
4198,0080421,14460,3.0,2.75208,Battle Beyond the Stars (1980)
4223,0215750,853,4.5,3.71785,Enemy at the Gates (2001)
4225,0205873,5257,4.0,3.7154,The Dish (2000)
4232,0227538,10054,2.5,2.69523,Spy Kids (2001)
4238,0164334,2043,3.5,3.26789,Along Came a Spider (2001)
4246,0243155,634,2.5,3.38058,Bridget Jones's Diary (2001)
4270,0209163,1734,3.0,2.97947,The Mummy Returns (2001)
4299,0183790,9476,3.0,3.3514,A Knight's Tale (2001)
4306,0126029,808,3.5,3.74652,Shrek (2001)
4310,0213149,676,3.0,2.85167,Pearl Harbor (2001)
4340,0255798,11090,3.5,2.1942,The Animal (2001)
4343,0251075,9397,3.5,2.9173,Evolution (2001)
4366,0230011,10865,3.0,3.3559,Atlantis: The Lost Empire (2001)
4367,0146316,1995,3.0,2.77056,Lara Croft: Tomb Raider (2001)
4369,0232500,9799,1.5,2.95837,The Fast and the Furious (2001)
4370,0212720,644,4.5,3.28638,A.I. Artificial Intelligence (2001)
4388,0257106,4248,3.5,2.4185,Scary Movie 2 (2001)
4444,0068935,9462,4.0,3.66785,The Way of the Dragon (1972)
4446,0173840,2114,3.0,3.07363,Final Fantasy: The Spirits Within (2001)
4447,0250494,8835,3.0,3.18062,Legally Blonde (2001)
4489,0094898,9602,3.5,3.53466,Coming to America (1988)
4498,0094963,10651,3.5,3.157,The Dead Pool (1988)
4519,0095489,12144,3.0,3.38006,The Land Before Time (1988)
4531,0095963,9604,3.0,2.85876,Red Heat (1988)
4544,0096101,11966,3.0,2.59567,Short Circuit 2 (1988)
4545,0091949,2605,3.5,3.24004,Short Circuit (1986)
4558,0096320,9493,3.0,2.86698,Twins (1988)
4577,0097027,10142,2.5,3.37914,Casualties of War (1989)
4637,0098180,12663,2.5,2.2549,Red Scorpion (1988)
4638,0163025,331,4.0,2.73446,Jurassic Park III (2001)
4643,0133152,869,3.5,2.75577,Planet of the Apes (2001)
4673,0098439,9618,3.5,2.83339,Tango & Cash (1989)
4700,0247638,9880,3.0,3.24737,The Princess Diaries (2001)
4701,0266915,5175,4.0,3.26767,Rush Hour 2 (2001)
4718,0252866,2770,3.5,2.88677,American Pie 2 (2001)
4720,0230600,1933,3.5,3.71005,The Others (2001)
4728,0250687,9896,3.5,3.12694,Rat Race (2001)
4734,0261392,2294,4.0,3.27125,Jay and Silent Bob Strike Back (2001)
4776,0139654,2034,3.5,3.73254,Training Day (2001)
4816,0196229,9398,3.0,3.23178,Zoolander (2001)
4855,0066999,984,3.5,3.76372,Dirty Harry (1971)
4865,0120681,768,3.5,3.30987,From Hell (2001)
4874,0272152,167,4.0,3.53303,K-PAX (2001)
4886,0198781,585,3.5,3.84077,"Monsters, Inc. (2001)"
4890,0256380,9889,4.0,2.81363,Shallow Hal (2001)
4896,0241527,671,3.0,3.6907,Harry Potter and the Philosopher's Stone (2001)
4901,0266987,1535,3.0,3.62442,Spy Game (2001)
4949,0089348,15983,2.0,2.35744,Invasion U.S.A. (1985)
4957,0086383,10650,3.5,3.24367,Sudden Impact (1983)
4963,0240772,161,3.5,3.81434,Ocean's Eleven (2001)
4973,0211915,194,4.0,4.09138,Amélie (2001)
4993,0120737,120,5.0,4.09665,The Lord of the Rings: The Fellowship of the Ring (2001)
4995,0268978,453,4.5,3.96746,A Beautiful Mind (2001)
5010,0265086,855,2.5,3.69043,Black Hawk Down (2001)
5026,0237534,6312,3.5,3.44847,Brotherhood of the Wolf (2001)
5040,0087078,9610,3.5,2.87527,Conan the Destroyer (1984)
5093,0233469,9884,3.0,2.60894,Collateral Damage (2002)
5107,0251114,10592,4.0,3.14751,Hart's War (2002)
5109,0280030,16690,3.0,2.73097,Return to Never Land (2002)
5151,0243736,2752,2.5,2.77159,40 Days and 40 Nights (2002)
5171,0268695,2135,3.5,2.89227,The Time Machine (2002)
5212,0081259,24825,2.0,2.36066,The Octagon (1980)
5218,0268380,425,4.0,3.52954,Ice Age (2002)
5219,0120804,1576,3.5,3.18006,Resident Evil (2002)
5254,0187738,36586,3.5,3.12533,Blade II (2002)
5266,0258000,4547,2.5,3.2385,Panic Room (2002)
5291,0042876,548,4.5,4.10303,Rashomon (1950)
5299,0259446,8346,2.0,3.38061,My Big Fat Greek Wedding (2002)
5303,0099892,2565,3.0,2.875,Joe Versus the Volcano (1990)
5308,0094137,12154,3.0,2.87146,3 Men and a Baby (1987)
5313,0277296,9334,3.5,2.58608,The Scorpion King (2002)
5349,0145487,557,4.0,3.47461,Spider-Man (2002)
5364,0250797,2251,3.5,3.34654,Unfaithful (2002)
5378,0121765,1894,4.5,3.03116,Star Wars: Episode II - Attack of the Clones (2002)
5400,0164184,4614,3.5,3.21902,The Sum of All Fears (2002)
5418,0258463,2501,4.0,3.90541,The Bourne Identity (2002)
5419,0267913,9637,2.5,2.38375,Scooby-Doo (2002)
5445,0181689,180,4.0,3.69323,Minority Report (2002)
5449,0280590,2022,3.0,2.82944,Mr. Deeds (2002)
5459,0120912,608,3.5,3.03331,Men in Black II (2002)
5463,0253556,6278,4.0,3.01606,Reign of Fire (2002)
5464,0257044,4147,3.5,3.67262,Road to Perdition (2002)
5481,0295178,818,4.0,2.95656,Austin Powers in Goldmember (2002)
5502,0286106,2675,4.0,3.2532,Signs (2002)
5507,0295701,7451,2.5,2.78902,xXx (2002)
5543,0078350,46878,2.5,2.07075,The Swarm (1978)
5574,0293662,4108,3.5,3.37995,The Transporter (2002)
5617,0274812,11013,5.0,3.71044,Secretary (2002)
5618,0245429,129,4.5,4.22594,Spirited Away (2001)
5621,0290095,10771,4.0,2.56231,The Tuxedo (2002)
5628,0281364,2110,4.0,3.42512,Wasabi (2001)
5630,0289765,9533,4.0,3.55992,Red Dragon (2002)
5679,0298130,565,4.0,3.33817,The Ring (2002)
5690,0095327,12477,5.0,4.09835,Grave of the Fireflies (1988)
5785,0322802,9012,3.5,2.91298,Jackass: The Movie (2002)
5791,0120679,1360,3.0,3.73335,Frida (2002)
5803,0297181,8427,3.5,2.75978,I Spy (2002)
5816,0295297,672,3.5,3.64911,Harry Potter and the Chamber of Secrets (2002)
5872,0246460,36669,3.0,3.08393,Die Another Day (2002)
5879,0271263,13376,3.0,2.44671,Eight Crazy Nights (2002)
5903,0238380,7299,4.0,3.7283,Equilibrium (2002)
5952,0167261,121,5.0,4.07766,The Lord of the Rings: The Two Towers (2002)
5956,0217505,3131,4.5,3.55435,Gangs of New York (2002)
5970,0102492,4032,4.0,3.30534,My Girl (1991)
5971,0096283,8392,4.5,4.16424,My Neighbor Totoro (1988)
5988,0091814,21332,3.0,2.83987,Quicksilver (1986)
5989,0264464,640,4.0,3.95775,Catch Me If You Can (2002)
5995,0253474,423,4.0,4.0572,The Pianist (2002)
6016,0317248,598,4.0,4.18211,City of God (2002)
6155,0251127,9919,3.0,3.1884,How to Lose a Guy in 10 Days (2003)
6156,0300471,6038,4.0,3.09768,Shanghai Knights (2003)
6157,0287978,9480,3.5,2.49382,Daredevil (2003)
6213,0314353,9567,3.5,3.21283,Tears of the Sun (2003)
6266,0286788,10735,2.5,3.11926,What a Girl Wants (2003)
6280,0266465,8409,3.0,2.87939,A Man Apart (2003)
6281,0183649,1817,3.5,3.35405,Phone Booth (2003)
6287,0305224,9506,3.5,2.94024,Anger Management (2003)
6294,0245803,11817,3.5,2.81384,Bulletproof Monk (2003)
6350,0092067,10515,4.5,4.08094,Castle in the Sky (1986)
6365,0234215,604,4.0,3.37383,The Matrix Reloaded (2003)
6373,0315327,310,3.0,3.22281,Bruce Almighty (2003)
6377,0266543,12,4.0,3.82268,Finding Nemo (2003)
6383,0322259,584,2.5,2.62627,2 Fast 2 Furious (2003)
6502,0289043,170,3.5,3.7686,28 Days Later (2002)
6503,0305357,9471,2.0,2.5107,Charlie's Angels: Full Throttle (2003)
6534,0286716,1927,2.5,2.61053,Hulk (2003)
6537,0181852,296,3.5,3.04362,Terminator 3: Rise of the Machines (2003)
6539,0325980,22,4.5,3.7809,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
6541,0311429,8698,4.0,2.78964,The League of Extraordinary Gentlemen (2003)
6548,0172156,8961,3.5,3.1532,Bad Boys II (2003)
6550,0274166,9486,3.5,2.93972,Johnny English (2003)
6564,0325703,1996,3.0,2.74127,Lara Croft: Tomb Raider - The Cradle of Life (2003)
6586,0328828,8273,3.5,2.89311,American Wedding (2003)
6593,0322330,10330,2.5,3.04397,Freaky Friday (2003)
6595,0257076,9257,3.0,2.96306,S.W.A.T. (2003)
6659,0100814,9362,3.5,3.3779,Tremors (1990)
6668,0235060,12276,4.0,3.88657,The Road Home (1999)
6709,0285823,1428,3.5,3.16956,Once Upon a Time in Mexico (2003)
6731,0088993,8408,3.0,3.56309,Day of the Dead (1985)
6754,0320691,277,3.5,3.36778,Underworld (2003)
6764,0327850,10159,3.0,3.34633,The Rundown (2003)
6765,0328589,10934,4.0,3.41521,Under the Tuscan Sun (2003)
6793,0103786,11806,1.5,2.54976,Beethoven (1992)
6800,0090859,9874,3.0,2.53606,Cobra (1986)
6807,0085959,4543,4.0,3.85841,The Meaning of Life (1983)
6863,0332379,1584,3.5,3.39679,School of Rock (2003)
6874,0266697,24,3.0,3.85574,Kill Bill: Vol. 1 (2003)
6887,0316465,13920,3.5,3.46157,Radio (2003)
6888,0306047,4256,4.0,2.44661,Scary Movie 3 (2003)
6889,0328880,10009,3.0,3.28685,Brother Bear (2003)
6934,0242653,605,4.0,3.23823,The Matrix Revolutions (2003)
6944,0101862,11846,3.0,3.36632,Father of the Bride (1991)
6950,0338188,12146,4.5,3.16071,The Missing (2003)
6958,0338094,10756,3.0,2.40529,The Haunted Mansion (2003)
6996,0102034,8010,2.0,2.14053,Highlander II: The Quickening (1991)
7004,0099938,951,3.5,2.86904,Kindergarten Cop (1990)
7007,0102266,9319,3.0,3.34408,The Last Boy Scout (1991)
7017,0105104,10538,3.0,2.86714,Passenger 57 (1992)
7022,0266308,3176,4.0,3.79161,Battle Royale (2000)
7027,0090022,11509,4.0,3.66538,Silverado (1985)
7034,0150662,11634,4.5,3.81109,Show Me Love (1998)
7088,0053146,40423,3.5,3.88964,Black Orpheus (1959)
7099,0087544,81,4.5,4.09974,Nausicaä of the Valley of the Wind (1984)
7143,0325710,616,4.0,3.66876,The Last Samurai (2003)
7147,0319061,587,4.0,3.79868,Big Fish (2003)
7151,0335119,3635,4.5,3.49182,Girl with a Pearl Earring (2003)
7153,0167260,122,5.0,4.10672,The Lord of the Rings: The Return of the King (2003)
7162,0159365,2289,3.5,3.51432,Cold Mountain (2003)
7164,0316396,10601,4.0,3.35605,Peter Pan (2003)
7254,0289879,1954,3.0,3.70651,The Butterfly Effect (2004)
7285,0328538,11023,3.5,3.42551,Thirteen (2003)
7293,0343660,1824,4.5,3.27614,50 First Dates (2004)
7317,0356150,9352,3.5,3.29938,EuroTrip (2004)
7318,0335345,615,3.0,3.13052,The Passion of the Christ (2004)
7323,0301357,338,4.0,3.88043,Good Bye Lenin! (2003)
7346,0265208,10591,3.0,3.30781,The Girl Next Door (2004)
7347,0363988,1586,3.0,3.21739,Secret Window (2004)
7360,0363547,924,4.0,3.58192,Dawn of the Dead (2004)
7361,0338013,38,4.5,4.06961,Eternal Sunshine of the Spotless Mind (2004)
7367,0335245,5516,3.0,3.00264,The Ladykillers (2004)
7369,0331632,11024,2.5,2.32572,Scooby-Doo 2: Monsters Unleashed (2004)
7371,0276919,553,3.5,3.8562,Dogville (2003)
7373,0167190,1487,3.5,3.30658,Hellboy (2004)
7374,0299172,13700,3.0,2.64153,Home on the Range (2004)
7387,0077402,923,4.0,3.7952,Dawn of the Dead (1978)
7438,0378194,393,2.5,3.82307,Kill Bill: Vol. 2 (2004)
7444,0337563,10096,2.5,3.12397,13 Going on 30 (2004)
7445,0328107,9509,3.5,3.81437,Man on Fire (2004)
7451,0377092,10625,2.0,3.59293,Mean Girls (2004)
7454,0338526,7131,3.5,2.84708,Van Helsing (2004)
7458,0332452,652,4.0,3.37626,Troy (2004)
7459,0293007,8440,4.0,3.69656,Carandiru (2003)
7481,0089092,11864,4.0,3.50192,Enemy Mine (1985)
7502,0185906,191903,3.5,4.2033,Band of Brothers (2001)
7569,0062512,667,3.5,3.59142,You Only Live Twice (1967)
7570,0086034,700,3.5,3.30043,Octopussy (1983)
7573,0086006,36670,3.5,3.25555,Never Say Never Again (1983)
7725,0110725,9624,3.0,2.02925,On Deadly Ground (1994)
7757,0057197,11533,3.5,3.49498,Jason and the Argonauts (1963)
7925,0051808,1059,4.5,3.94826,The Hidden Fortress (1958)
8253,0079833,15371,4.5,3.87874,Lupin the Third: The Castle of Cagliostro (1979)
8340,0079116,10734,4.5,3.77987,Escape From Alcatraz (1979)
8360,0298148,809,3.5,3.47199,Shrek 2 (2004)
8361,0319262,435,3.5,3.0691,The Day After Tomorrow (2004)
8368,0304141,673,3.5,3.8213,Harry Potter and the Prisoner of Azkaban (2004)
8370,0363226,246,4.0,3.7532,Zatoichi (2003)
8371,0296572,2789,4.0,3.33903,The Chronicles of Riddick (2004)
8387,0110857,11546,3.5,1.85394,Police Academy: Mission to Moscow (1994)
8503,0044760,26175,3.0,3.16514,Ivanhoe (1952)
8526,0327437,10204,3.5,2.90293,Around the World in 80 Days (2004)
8529,0362227,594,5.0,3.61396,The Terminal (2004)
8531,0381707,12153,4.0,2.45422,White Chicks (2004)
8533,0332280,11036,4.5,3.66039,The Notebook (2004)
8576,0339230,9256,3.0,3.41117,Kops (2003)
8607,0388473,13398,4.5,3.90487,Tokyo Godfathers (2003)
8614,0093693,10780,3.5,3.34764,Overboard (1987)
8636,0316654,558,2.5,3.44326,Spider-Man 2 (2004)
8644,0343818,2048,4.5,3.4749,"I, Robot (2004)"
8665,0372183,2502,3.0,3.84963,The Bourne Supremacy (2004)
8666,0327554,314,2.5,1.80212,Catwoman (2004)
8798,0369339,1538,3.5,3.69278,Collateral (2004)
8810,0370263,395,3.5,2.63615,AVP: Alien vs. Predator (2004)
8830,0366174,11237,2.5,1.95337,Anacondas: The Hunt for the Blood Orchid (2004)
8860,0337921,9759,2.5,3.07992,Cellular (2004)
8861,0318627,1577,3.5,3.01184,Resident Evil: Apocalypse (2004)
8873,0318462,1653,4.0,3.84328,The Motorcycle Diaries (2004)
8874,0365748,747,4.0,3.88073,Shaun of the Dead (2004)
8907,0307453,10555,2.5,2.73253,Shark Tale (2004)
8948,0375173,8849,4.0,2.92843,Alfie (2004)
8961,0317705,9806,3.0,3.84984,The Incredibles (2004)
8965,0338348,5255,3.0,3.08829,The Polar Express (2004)
8969,0317198,9801,2.0,3.03147,Bridget Jones: The Edge of Reason (2004)
8970,0308644,866,4.0,3.6745,Finding Neverland (2004)
8972,0368891,2059,3.0,3.38095,National Treasure (2004)
8974,0345950,11836,3.5,3.14384,The SpongeBob SquarePants Movie (2004)
8977,0346491,1966,3.0,2.64841,Alexander (2004)
8983,0385004,9550,3.5,3.71968,House of Flying Daggers (2004)
8984,0349903,163,3.5,3.33743,Ocean's Twelve (2004)
8985,0359013,36648,3.0,2.92773,Blade: Trinity (2004)
8995,0058456,24062,4.0,2.9,The Patsy (1964)
25869,0033654,45978,4.5,3.48611,The 47 Ronin (1941)
26082,0056058,14537,5.0,4.19644,Harakiri (1962)
26122,0058430,3763,4.5,3.78402,Onibaba (1964)
26269,0068815,41471,4.0,3.68803,Lone Wolf and Cub: Sword of Vengeance (1972)
26464,0085255,6341,3.5,3.01264,Blue Thunder (1983)
26471,0085474,15251,3.5,3.86502,Eddie Murphy: Delirious (1983)
26513,0087451,10179,4.0,2.93215,The Ice Pirates (1984)
26662,0097814,16859,4.5,4.03714,Kiki's Delivery Service (1989)
26693,0099864,2670,3.5,3.26821,Stephen King's It (1990)
26743,0102587,15080,4.0,3.82131,Only Yesterday (1991)
26746,0102614,14362,3.5,2.82072,Out for Justice (1991)
26776,0104652,11621,4.0,3.93635,Porco Rosso (1992)
26792,0105402,22590,3.0,2.36397,Sidekicks (1992)
26819,0106950,12088,3.0,2.93777,Fortress (1992)
26903,0113824,37797,4.5,4.01453,Whisper of the Heart (1995)
27156,0169858,18491,4.5,4.02541,Neon Genesis Evangelion: The End of Evangelion (1997)
27189,0181960,15319,4.0,3.625,After the Rain (1999)
27263,0212132,13439,5.0,3.54688,The Tracker (2002)
27423,0271383,40096,5.0,4.06343,A Dog's Will (2000)
27441,0275230,919,4.5,3.31842,Blood: The Last Vampire (2000)
27728,0347246,12140,5.0,3.80131,Ghost in the Shell 2: Innocence (2004)
27731,0347618,15370,4.5,3.72892,The Cat Returns (2002)
27773,0364569,670,5.0,4.09311,Oldboy (2003)
27797,0367859,40823,3.5,3.77059,The Man Who Copied (2003)
27808,0371246,2539,4.0,3.17961,Spanglish (2004)
27821,0373926,179,2.5,3.3096,The Interpreter (2005)
30707,0405159,70,4.0,3.82348,Million Dollar Baby (2004)
30793,0367594,118,3.0,3.13573,Charlie and the Chocolate Factory (2005)
30810,0362270,421,3.5,3.71954,The Life Aquatic with Steve Zissou (2004)
30812,0338751,2567,3.0,3.60737,The Aviator (2004)
30825,0290002,693,3.0,3.03745,Meet the Fockers (2004)
31225,0393162,7214,4.0,3.6715,Coach Carter (2005)
31251,0087452,24749,3.5,3.12821,Iceman (1984)
31410,0363163,613,3.5,3.99756,Downfall (2004)
31420,0398712,8978,3.0,3.09281,Assault on Precinct 13 (2005)
31485,0060862,22383,3.5,3.59091,The Professionals (1966)
31658,0347149,4935,4.5,4.11122,Howl's Moving Castle (2004)
31685,0386588,8488,3.5,3.3499,Hitch (2005)
31696,0360486,561,3.5,3.47825,Constantine (2005)
31698,0362165,10214,0.5,1.23174,Son of the Mask (2005)
31878,0373074,9470,3.5,3.76818,Kung Fu Hustle (2004)
32029,0340163,2026,3.5,3.28587,Hostage (2005)
32031,0358082,9928,4.0,3.14581,Robots (2005)
32124,0350804,34196,2.5,2.93038,God is Brazilian (2003)
32452,0206013,16198,4.0,3.60515,My Neighbors the Yamadas (1999)
32456,0110008,15283,4.0,3.57466,Pom Poko (1994)
32587,0401792,187,3.5,3.76127,Sin City (2005)
32898,0000417,775,3.5,3.73052,A Trip to the Moon (1902)
33004,0371724,7453,3.5,3.44176,The Hitchhiker's Guide to the Galaxy (2005)
33162,0320661,1495,3.5,3.48255,Kingdom of Heaven (2005)
33164,0397065,10066,2.5,2.4121,House of Wax (2005)
33226,0066602,24444,4.0,3.46429,Zatoichi Meets the One-Armed Swordsman (1971)
33493,0121766,1895,4.0,3.38539,Star Wars: Episode III - Revenge of the Sith (2005)
33615,0351283,953,3.0,3.35814,Madagascar (2005)
33646,0398165,9291,3.0,3.07223,The Longest Yard (2005)
33679,0356910,787,3.5,3.24096,Mr. & Mrs. Smith (2005)
33794,0372784,272,4.0,3.9251,Batman Begins (2005)
33830,0400497,11451,2.0,2.46625,Herbie Fully Loaded (2005)
33834,0418819,11683,3.0,3.15673,Land of the Dead (2005)
34048,0407304,74,3.5,3.14707,War of the Worlds (2005)
34150,0120667,9738,3.0,2.66825,Fantastic Four (2005)
34319,0399201,1635,4.0,3.40492,The Island (2005)
34530,0367652,11453,3.0,2.12878,Deuce Bigalow: European Gigolo (2005)
35836,0405422,6957,4.0,3.45663,The 40 Year Old Virgin (2005)
36289,0133385,9564,3.5,3.02193,Asterix & Obelix Take on Caesar (1999)
36401,0355295,4442,4.0,2.91929,The Brothers Grimm (2005)
36509,0402901,9042,2.5,2.64032,The Cave (2005)
36525,0425123,9007,4.0,3.49385,Just Like Heaven (2005)
36529,0399295,1830,4.0,3.76502,Lord of War (2005)
37380,0419706,8814,4.5,2.43923,Doom (2005)
37477,0399327,9074,3.0,2.8187,The Man (2005)
37720,0404032,8643,3.5,3.21583,The Exorcism of Emily Rose (2005)
37729,0121164,3933,3.0,3.54452,Corpse Bride (2005)
38038,0312004,533,3.0,3.67326,Wallace & Gromit: The Curse of the Were-Rabbit (2005)
39435,0386140,1656,3.0,3.08346,The Legend of Zorro (2005)
40583,0365737,231,2.5,3.53115,Syriana (2005)
40815,0330373,674,3.0,3.76741,Harry Potter and the Goblet of Fire (2005)
40966,0375920,7548,4.0,3.04851,The Libertine (2004)
41566,0363771,411,3.5,3.38938,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)"
41569,0360717,254,3.0,3.18054,King Kong (2005)
41571,0397535,1904,4.5,3.62273,Memoirs of a Geisha (2005)
41627,0061847,27031,4.5,3.97266,Samurai Rebellion (1967)
41714,0077452,42234,3.5,3.36765,Dona Flor and Her Two Husbands (1976)
42011,0369441,7552,4.5,2.9575,Fun with Dick and Jane (2005)
42015,0402894,9681,3.0,3.23204,Casanova (2005)
42738,0401855,834,3.5,3.31274,Underworld: Evolution (2006)
43419,0416496,1969,3.0,2.80447,Bandidas (2006)
43727,0183613,77291,3.5,2.46154,Orfeu (1999)
43836,0383216,12096,3.0,2.74511,The Pink Panther (2006)
43936,0450232,2207,4.5,3.28609,16 Blocks (2006)
44022,0438097,950,3.5,3.24342,Ice Age: The Meltdown (2006)
44717,0367975,52345,4.5,3.79032,Lisbela and the Prisoner (2003)
44719,0263124,53961,3.0,3.80435,Brainstorm (2001)
45081,0384537,588,3.5,3.24053,Silent Hill (2006)
45186,0317919,956,3.0,3.36275,Mission: Impossible III (2006)
45431,0327084,7518,3.0,3.24221,Over the Hedge (2006)
45447,0382625,591,4.0,3.17269,The Da Vinci Code (2006)
45499,0376994,36668,3.5,3.21545,X-Men: The Last Stand (2006)
45517,0317219,920,2.5,3.31538,Cars (2006)
45672,0389860,9339,3.5,2.88875,Click (2006)
45720,0458352,350,4.0,3.51008,The Devil Wears Prada (2006)
45722,0383574,58,4.0,3.46313,Pirates of the Caribbean: Dead Man's Chest (2006)
46530,0348150,1452,3.0,2.88452,Superman Returns (2006)
46578,0449059,773,2.0,3.86527,Little Miss Sunshine (2006)
46723,0449467,1164,2.0,3.61967,Babel (2006)
46865,0430304,9072,2.5,1.96812,Little Man (2006)
46948,0385880,9297,2.0,3.23402,Monster House (2006)
46965,0417148,326,3.5,2.49936,Snakes on a Plane (2006)
46972,0477347,1593,3.0,3.05474,Night at the Museum (2006)
47099,0454921,1402,4.5,3.85432,The Pursuit of Happyness (2006)
47124,0429589,9906,2.0,2.71341,The Ant Bully (2006)
47610,0443543,1491,3.5,3.80597,The Illusionist (2006)
47997,0387808,7512,3.5,3.40912,Idiocracy (2006)
48161,0421206,9766,3.5,3.30316,Gridiron Gang (2006)
48304,0472043,1579,3.5,3.66829,Apocalypto (2006)
48385,0443453,496,3.0,3.40977,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
48394,0457430,1417,4.0,3.97547,Pan's Labyrinth (2006)
48516,0407887,1422,4.0,4.13149,The Departed (2006)
48738,0455590,1523,3.5,3.83728,The Last King of Scotland (2006)
48774,0206634,9693,4.0,3.91694,Children of Men (2006)
48780,0482571,1124,2.5,4.11844,The Prestige (2006)
48997,0396171,1427,4.0,3.68074,Perfume: The Story of a Murderer (2006)
49060,0108432,21057,4.0,3.23392,Ocean Waves (1993)
49274,0366548,9836,3.0,2.9811,Happy Feet (2006)
49276,0454987,9809,3.5,2.9142,Let's Go to Prison (2006)
49278,0453467,7551,3.5,3.60367,Déjà Vu (2006)
49286,0457939,1581,4.5,3.553,The Holiday (2006)
49530,0450259,1372,4.0,3.85234,Blood Diamond (2006)
49649,0449010,2486,2.5,2.42968,Eragon (2006)
50068,0498380,1251,5.0,3.79944,Letters from Iwo Jima (2006)
50601,0398808,1265,3.0,3.43293,Bridge to Terabithia (2007)
50806,0477051,9757,3.5,1.8577,Norbit (2007)
50872,0382932,2062,3.5,3.82814,Ratatouille (2007)
51077,0259324,1250,3.0,2.47121,Ghost Rider (2007)
51255,0425112,4638,3.5,3.86975,Hot Fuzz (2007)
51412,0435705,1738,3.0,3.18691,Next (2007)
51540,0443706,1949,4.5,3.78016,Zodiac (2007)
51662,0416449,1271,5.0,3.55282,300 (2007)
51935,0822854,7485,3.5,3.60935,Shooter (2007)
52287,0396555,1267,3.0,3.4452,Meet the Robinsons (2007)
52319,0076584,22311,4.5,3.84309,The Inglorious Bastards (1978)
52328,0448134,1272,3.0,3.64107,Sunshine (2007)
52460,0446013,1534,3.0,2.58229,Pathfinder (2007)
52694,0453451,1268,3.5,3.03459,Mr. Bean's Holiday (2007)
52717,0443473,14636,2.5,2.84123,The Condemned (2007)
52806,0495596,37933,4.0,3.09491,Tales from Earthsea (2006)
52885,0851578,4977,3.5,3.91169,Paprika (2006)
53121,0413267,810,3.0,2.89324,Shrek the Third (2007)
53125,0449088,285,4.5,3.38972,Pirates of the Caribbean: At World's End (2007)
53322,0496806,298,3.5,3.52428,Ocean's Thirteen (2007)
53464,0486576,1979,2.5,2.59146,Fantastic Four: Rise of the Silver Surfer (2007)
53953,0450385,3021,4.0,3.3733,1408 (2007)
53972,0337978,1571,3.5,3.43278,Live Free or Die Hard (2007)
53993,0413099,2698,3.0,2.69684,Evan Almighty (2007)
53996,0418279,1858,1.5,3.05779,Transformers (2007)
54001,0373889,675,3.5,3.76222,Harry Potter and the Order of the Phoenix (2007)
54004,0762107,3563,3.5,2.7623,I Now Pronounce You Chuck & Larry (2007)
54259,0486655,2270,3.5,3.79732,Stardust (2007)
54272,0462538,35,4.0,3.38896,The Simpsons Movie (2007)
54276,0481141,3638,3.0,3.27108,No Reservations (2007)
54286,0440963,2503,4.0,3.91325,The Bourne Ultimatum (2007)
54491,0448927,34588,4.0,3.06977,If I Were You (2006)
54648,0293564,5174,3.5,3.17017,Rush Hour 3 (2007)
54999,0465602,4141,3.5,3.28982,Shoot 'Em Up (2007)
55232,0432021,7737,4.0,3.09756,Resident Evil: Extinction (2007)
